name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
"The Rainbow",R,Action,1989,1989-05-26,6.2,1400,"Ken Russell","Ken Russell","Sammi Davis","United Kingdom",11987578,444055,"Vestron Pictures",113
"Gleaming the Cube",PG-13,Action,1989,1989-01-13,6.3,7400,"Graeme Clifford","Michael Tolkin","Christian Slater","United States",10000000,2777280,"David Foster Productions",105
"Fletch Lives",PG,Comedy,1989,1989-03-17,6.1,20000,"Michael Ritchie","Gregory McDonald","Chevy Chase","United States",8000000,39450960,"Universal Pictures",95
Communion,R,Biography,1989,1989-11-10,5.6,5900,"Philippe Mora","Whitley Strieber","Christopher Walken","United States",5000000,1919653,"Allied Vision",107
"Crimes and Misdemeanors",PG-13,Comedy,1989,1989-11-03,7.9,56000,"Woody Allen","Woody Allen","Martin Landau","United States",19000000,18254702,"Jack Rollins & Charles H. Joffe Productions",104
"Let It Ride",PG-13,Comedy,1989,1989-08-18,6.8,5300,"Joe Pytka","Jay Cronley","Richard Dreyfuss","United States",18000000,4973285,"Alleged Productions",90
"Kill Me Again",R,Action,1989,1989-10-27,6.3,4600,"John Dahl","John Dahl","Val Kilmer","United States",4000000,283694,"Incorporated Television Company (ITC)",94
"Chances Are",PG,Comedy,1989,1989-03-10,6.5,11000,"Emile Ardolino","Perry Howze","Cybill Shepherd","United States",16000000,16278590,"TriStar Pictures",108
"The Dream Team",PG-13,Comedy,1989,1989-04-07,6.5,13000,"Howard Zieff","Jon Connolly","Michael Keaton","United States",15000000,28890240,"Universal Pictures",113
"Little Nemo: Adventures in Slumberland",G,Animation,1989,1992-08-21,7.1,7000,"Masami Hata","Chris Columbus","Gabriel Damon",Japan,35000000,1368000,"TMS Entertainment",85
"Kinjite: Forbidden Subjects",R,Action,1989,1989-02-03,5.5,2900,"J. Lee Thompson","Harold Nebenzal","Charles Bronson","United States",5000000,3416846,"Golan-Globus Productions",97
"New York Stories",PG,Comedy,1989,1989-03-10,6.4,17000,"Woody Allen","Richard Price","Woody Allen","United States",15000000,10763469,"Touchstone Pictures",124
Cousins,PG-13,Comedy,1989,1989-02-10,6.3,4300,"Joel Schumacher","Jean-Charles Tacchella","Ted Danson","United States",13000000,22026369,"Paramount Pictures",113
"Blind Fury",R,Action,1989,1990-03-16,6.4,16000,"Phillip Noyce","RyÃ´zÃ´ Kasahara","Rutger Hauer","United States",10000000,2692037,"TriStar Pictures",86
"The Return of Swamp Thing",PG-13,Action,1989,1989-05-12,4.7,4400,"Jim Wynorski","Neil Cuthbert","Dick Durock","United States",4000000,192816,"Lightyear Entertainment",88
"We're No Angels",PG-13,Comedy,1989,1989-12-15,6.1,22000,"Neil Jordan","David Mamet","Robert De Niro","United States",20000000,10555348,"Paramount Pictures",106
"Johnny Handsome",R,Crime,1989,1989-09-29,6.1,9200,"Walter Hill","John Godey","Mickey Rourke","United States",20000000,7237794,"Carolco Pictures",94
"Fat Man and Little Boy",PG-13,Biography,1989,1989-10-20,6.5,7200,"Roland JoffÃ©","Bruce Robinson","Paul Newman","United States",30000000,3563162,"Paramount Pictures",127
"Police Academy 6: City Under Siege",PG,Comedy,1989,1989-03-10,4.4,29000,"Peter Bonerz","Neal Israel","Bubba Smith","United States",12000000,11567217,"Warner Bros.",84
"Pink Cadillac",PG-13,Action,1989,1989-05-26,5.4,11000,"Buddy Van Horn","John Eskow","Clint Eastwood","United States",19000000,12143484,"Malpaso Productions",122
"Three Fugitives",PG-13,Action,1989,1989-01-27,6.2,11000,"Francis Veber","Francis Veber","Nick Nolte","United States",15000000,40586886,"Touchstone Pictures",96
"Robot Jox",PG,Action,1989,1990-11-21,5.4,6000,"Stuart Gordon","Stuart Gordon","Gary Graham","United States",10000000,1272977,"Empire Pictures",85
"No Holds Barred",PG-13,Action,1989,1989-06-02,4.4,6000,"Thomas J. Wright","Dennis Hackin","Hulk Hogan","United States",8000000,16093651,"New Line Cinema",93
"Stepfather II: Make Room for Daddy",R,Horror,1989,1989-11-03,5.7,3700,"Jeff Burr","Carolyn Lefcourt","Terry O'Quinn","United Kingdom",1500000,1519796,"Incorporated Television Company (ITC)",93
"The Big Picture",PG-13,Comedy,1989,1989-12-15,6.2,4800,"Christopher Guest","Michael Varhol","Kevin Bacon","United States",5000000,117463,"Aspen Film Society",100
Parents,R,Comedy,1989,1989-01-27,6.1,6800,"Bob Balaban","Christopher Hawthorne","Randy Quaid",Canada,3000000,870532,"Great American Films Limited Partnership",81
Dad,PG,Comedy,1989,1989-11-10,6.3,4700,"Gary David Goldberg","William Wharton","Jack Lemmon","United States",19000000,27503037,"Amblin Entertainment",117
"Speed Zone",PG,Action,1989,1989-04-21,4.5,3200,"Jim Drake","Michael Short","Peter Boyle",Canada,18000000,3077361,"Canadian International Studios VIII",94
"Longtime Companion",R,Drama,1989,1990-05-01,7.6,5400,"Norman RenÃ©","Craig Lucas","Stephen Caffrey","United States",3000000,4609953,"American Playhouse",96
"Heart of Dixie",PG,Drama,1989,1989-08-25,5.2,677,"Martin Davidson","Anne Rivers Siddons","Ally Sheedy","United States",8000000,1097333,,95
"A Dry White Season",R,Drama,1989,1989-09-20,7,5300,"Euzhan Palcy","AndrÃ© P. Brink","Donald Sutherland","United States",9000000,3766879,"Davros Films",106
"The Horror Show",R,Horror,1989,1989-04-28,5,3600,"James Isaac","Allyn Warner","Lance Henriksen","United States",3000000,1738897,"Sean S. Cunningham Films",95
"The Toxic Avenger Part II",R,Action,1989,1989-02-24,5.1,6200,"Michael Herz","Lloyd Kaufman","Ron Fazio","United States",2300000,792966,"Lorimar Film Entertainment",102
"Dead Bang",R,Action,1989,1989-03-24,6.1,3500,"John Frankenheimer","Robert Foster","Don Johnson","United States",14500000,8125592,"Lorimar Film Entertainment",102
"Gross Anatomy",PG-13,Drama,1989,1989-10-20,6.1,3600,"Thom Eberhardt","Mark Spragg","Matthew Modine","United States",8500000,11604598,Hill/Rosenman,109
Renegades,R,Action,1989,1989-06-02,5.4,3300,"Jack Sholder","David Rich","Kiefer Sutherland","United States",16000000,9015164,"Morgan Creek Entertainment",106
Sing,PG-13,Drama,1989,1989-03-31,6.9,716,"Richard Baskin","Dean Pitchford","Lorraine Bracco","United States",11500000,2260616,"TriStar Pictures",98
"After Midnight",R,Horror,1989,1989-11-03,5.5,1700,"Jim Wheat","Ken Wheat","Jillian McWhirter","United States",3000000,76325,"High Bar Productions",90
"Farewell to the King",PG-13,Action,1989,1989-03-03,6.3,2700,"John Milius","Pierre Schoendoerffer","Nick Nolte","United States",20000000,2420917,"Cine Location Services",117
"Immediate Family",PG-13,Drama,1989,1989-10-27,6,1500,"Jonathan Kaplan","Barbara Benedek","Glenn Close","United States",14000000,5932613,"Columbia Pictures",95
"In Country",R,Drama,1989,1989-09-29,5.9,2700,"Norman Jewison","Bobbie Ann Mason","Emily Lloyd","United States",18000000,3531971,"Warner Bros.",120
"Enemies, A Love Story",R,Comedy,1989,1989-12-13,6.6,2100,"Paul Mazursky","Isaac Bashevis Singer","Ron Silver","United States",9500000,7754571,"Morgan Creek Entertainment",119
"Physical Evidence",R,Crime,1989,1989-01-27,5.1,1600,"Michael Crichton","Steve Ransohoff","Burt Reynolds","United States",17000000,3560932,"Columbia Pictures",99
"Brenda Starr",PG,Adventure,1989,1992-04-15,4.8,1000,"Robert Ellis Miller","Noreen Stone","Brooke Shields","United States",16000000,67878,"AM/PM Entertainment",93
"How I Got Into College",PG-13,Comedy,1989,1989-05-19,5.8,2100,"Savage Steve Holland","Terrel Seltzer","Anthony Edwards","United States",10000000,1642239,"Twentieth Century Fox",86
"Old Gringo",R,Adventure,1989,1989-10-06,5.8,1800,"Luis Puenzo","Carlos Fuentes","Jane Fonda","United States",34000000,3574256,"Columbia Pictures",119
Relentless,R,Crime,1989,1989-08-30,5.9,1400,"William Lustig","Phil Alden Robinson","Judd Nelson","United States",4000000,6985999,"Cinetel Films",92
Cheetah,G,Adventure,1989,1989-08-18,6,943,"Jeff Blyth","Alan Caillou","Keith Coogan","United States",5000000,8153677,"Silver Screen Partners III",83
"Rude Awakening",R,Comedy,1989,1989-08-16,4.8,1200,"David Greenwalt","Neil Levy","Cheech Marin","United States",10000000,3169719,"Aaron Russo Entertainment",100
"Bloodhounds of Broadway",PG,Comedy,1989,1989-11-03,5.5,1200,"Howard Brookner","Howard Brookner","Josef Sommer","United States",4000000,43671,"American Playhouse Theatrical Films",93
"The Lemon Sisters",PG-13,Comedy,1989,1990-08-31,5,694,"Joyce Chopra","Jeremy Pikser","Diane Keaton","United States",9000000,3473905,"Lightyear Entertainment",93
"Breaking In",R,Adventure,1989,1989-10-13,6.1,1400,"Bill Forsyth","John Sayles","Burt Reynolds","United States",6000000,1877618,"Act III Communications",94
Goodfellas,R,Biography,1990,1990-09-21,8.7,1100000,"Martin Scorsese","Nicholas Pileggi","Robert De Niro","United States",25000000,46963277,"Warner Bros.",146
"The Godfather: Part III",R,Crime,1990,1990-12-25,7.6,370000,"Francis Ford Coppola","Mario Puzo","Al Pacino","United States",54000000,136861392,"Paramount Pictures",162
"Total Recall",R,Action,1990,1990-06-01,7.5,310000,"Paul Verhoeven","Philip K. Dick","Arnold Schwarzenegger","United States",65000000,261317921,"Carolco Pictures",113
"Pretty Woman",R,Comedy,1990,1990-03-23,7,299000,"Garry Marshall","J.F. Lawton","Richard Gere","United States",14000000,463406268,"Touchstone Pictures",119
"Home Alone",PG,Comedy,1990,1990-11-16,7.6,501000,"Chris Columbus","John Hughes","Macaulay Culkin","United States",18000000,476684675,"Hughes Entertainment",103
Ghost,PG-13,Drama,1990,1990-07-13,7.1,203000,"Jerry Zucker","Bruce Joel Rubin","Patrick Swayze","United States",22000000,505703557,"Paramount Pictures",127
"Dances with Wolves",PG-13,Adventure,1990,1990-11-21,8,247000,"Kevin Costner","Michael Blake","Kevin Costner","United States",22000000,424208848,"Tig Productions",181
Tremors,PG-13,Comedy,1990,1990-01-19,7.1,126000,"Ron Underwood","S.S. Wilson","Kevin Bacon","United States",11000000,16667084,"Universal Pictures",96
"Die Hard 2",R,Action,1990,1990-07-03,7.1,344000,"Renny Harlin","Steven E. de Souza","Bruce Willis","United States",70000000,240031274,"Twentieth Century Fox",124
Misery,R,Drama,1990,1990-11-30,7.8,191000,"Rob Reiner","Stephen King","James Caan","United States",20000000,61276872,"Castle Rock Entertainment",107
"Kindergarten Cop",PG-13,Action,1990,1990-12-21,6.2,140000,"Ivan Reitman","Murray Salem","Arnold Schwarzenegger","United States",15000000,201957688,"Universal Pictures",111
"The Bonfire of the Vanities",R,Comedy,1990,1990-12-21,5.6,22000,"Brian De Palma","Michael Cristofer","Tom Hanks","United States",47000000,15691192,"Warner Bros.",125
"Teenage Mutant Ninja Turtles",PG,Action,1990,1990-03-30,6.8,88000,"Steve Barron","Kevin Eastman","Judith Hoag","United States",13500000,201965915,"888 Productions",93
"Edward Scissorhands",PG-13,Drama,1990,1990-12-14,7.9,456000,"Tim Burton","Tim Burton","Johnny Depp","United States",20000000,86024005,"Twentieth Century Fox",105
"The Hunt for Red October",PG,Action,1990,1990-03-02,7.6,186000,"John McTiernan","Tom Clancy","Sean Connery","United States",30000000,200512643,"Paramount Pictures",135
"Dick Tracy",PG,Action,1990,1990-06-15,6.1,59000,"Warren Beatty","Chester Gould","Warren Beatty","United States",47000000,162738726,"Touchstone Pictures",105
Awakenings,PG-13,Biography,1990,1991-01-11,7.8,130000,"Penny Marshall","Oliver Sacks","Robert De Niro","United States",31000000,52096475,"Columbia Pictures",121
"Wild at Heart",R,Comedy,1990,1990-08-17,7.2,86000,"David Lynch","Barry Gifford","Nicolas Cage","United States",9500000,14561425,"PolyGram Filmed Entertainment",125
"Predator 2",R,Action,1990,1990-11-21,6.3,151000,"Stephen Hopkins","Jim Thomas","Danny Glover","United States",35000000,57120318,"Davis Entertainment",108
"RoboCop 2",R,Action,1990,1990-06-22,5.8,83000,"Irvin Kershner","Edward Neumeier","Peter Weller","United States",25000000,45681173,"Orion Pictures",117
"Jacob's Ladder",R,Drama,1990,1990-11-02,7.5,101000,"Adrian Lyne","Bruce Joel Rubin","Tim Robbins","United States",25000000,26118851,"Carolco Pictures",113
"Back to the Future Part III",PG,Adventure,1990,1990-05-25,7.4,416000,"Robert Zemeckis","Robert Zemeckis","Michael J. Fox","United States",40000000,245077583,"Universal Pictures",118
Darkman,R,Action,1990,1990-08-24,6.4,60000,"Sam Raimi","Sam Raimi","Liam Neeson","United States",14000000,48878502,"Renaissance Pictures",96
"The Hot Spot",R,Crime,1990,1990-10-26,6.4,11000,"Dennis Hopper","Charles Williams","Don Johnson","United States",13000000,1293976,"Orion Pictures",130
Cry-Baby,PG-13,Comedy,1990,1990-04-06,6.5,57000,"John Waters","John Waters","Johnny Depp","United States",11000000,8266343,"Universal Pictures",85
"Presumed Innocent",R,Mystery,1990,1990-07-27,6.9,39000,"Alan J. Pakula","Scott Turow","Harrison Ford","United States",22000000,221303188,"Warner Bros.",127
Arachnophobia,PG-13,Comedy,1990,1990-07-18,6.4,65000,"Frank Marshall","Don Jakoby","Jeff Daniels","United States",22000000,53208180,"Hollywood Pictures",109
"Days of Thunder",PG-13,Action,1990,1990-06-27,6.1,81000,"Tony Scott","Robert Towne","Tom Cruise","United States",60000000,157920733,"Don Simpson/Jerry Bruckheimer Films",107
"King of New York",R,Crime,1990,1991-01-05,7,34000,"Abel Ferrara","Nicholas St. John","Christopher Walken",Italy,5300000,2554476,Reteitalia,103
"Gremlins 2: The New Batch",PG-13,Comedy,1990,1990-06-15,6.4,95000,"Joe Dante","Chris Columbus","Zach Galligan","United States",50000000,41482207,"Warner Bros.",106
"Rocky V",PG-13,Drama,1990,1990-11-16,5.3,130000,"John G. Avildsen","Sylvester Stallone","Sylvester Stallone","United States",42000000,119946358,"United Artists",104
"Young Guns II",PG-13,Action,1990,1990-08-01,6.5,32000,"Geoff Murphy","John Fusco","Emilio Estevez","United States",20000000,44143410,"Morgan Creek Entertainment",104
"Miller's Crossing",R,Crime,1990,1990-10-05,7.7,128000,"Joel Coen","Joel Coen","Gabriel Byrne","United States",14000000,5080409,"Circle Films",115
Revenge,R,Action,1990,1990-02-16,6.2,17000,"Tony Scott","Jim Harrison","Kevin Costner","United States",22000000,15645616,"New World Pictures",124
Mermaids,PG-13,Comedy,1990,1990-12-14,6.7,30000,"Richard Benjamin","Patty Dann",Cher,"United States",20000000,35419397,"Orion Pictures",110
"Child's Play 2",R,Horror,1990,1990-11-09,5.9,47000,"John Lafia","Don Mancini","Alex Vincent","United States",13000000,35763605,"Universal Pictures",84
"Joe Versus the Volcano",PG,Comedy,1990,1990-03-09,5.8,35000,"John Patrick Shanley","John Patrick Shanley","Tom Hanks","United States",25000000,39404261,"Warner Bros.",102
Slacker,R,Comedy,1990,1991-07-05,7.1,20000,"Richard Linklater","Richard Linklater","Richard Linklater","United States",23000,1228108,"Detour Filmproduction",97
Flatliners,R,Drama,1990,1990-08-10,6.6,82000,"Joel Schumacher","Peter Filardi","Kiefer Sutherland","United States",26000000,61489265,"Columbia Pictures",115
"Quigley Down Under",PG-13,Action,1990,1990-10-19,6.9,21000,"Simon Wincer","John Hill","Tom Selleck",Australia,20000000,21413105,"PathÃ© Entertainment",119
Nightbreed,R,Action,1990,1990-02-16,6.5,21000,"Clive Barker","Clive Barker","Craig Sheffer","United States",11000000,8862354,"Morgan Creek Entertainment",102
"The Two Jakes",R,Crime,1990,1990-08-10,6.2,12000,"Jack Nicholson","Robert Towne","Jack Nicholson","United States",19000000,10005969,"88 Productions",137
Lionheart,R,Action,1990,1991-01-11,6.2,34000,"Sheldon Lettich","Stefani Warren","Jean-Claude Van Damme","United States",6000000,24271196,"Imperial Entertainment Corporation",108
"Internal Affairs",R,Crime,1990,1990-01-12,6.5,18000,"Mike Figgis","Henry Bean","Richard Gere","United States",15000000,27734391,"Paramount Pictures",115
"Problem Child",PG,Comedy,1990,1990-07-27,5.4,29000,"Dennis Dugan","Scott Alexander","Michael Oliver","United States",10000000,72270891,"Universal Pictures",81
"The Rescuers Down Under",G,Animation,1990,1990-11-16,6.9,40000,"Hendel Butoy","Jim Cox","Bob Newhart","United States",30000000,27931461,"Silver Screen Partners IV",77
"House Party",R,Comedy,1990,1990-03-09,6.5,14000,"Reginald Hudlin","Reginald Hudlin","Christopher Reid","United States",2500000,26385627,"Jackson/McHenry Company,The",100
"Another 48 Hrs.",R,Action,1990,1990-06-08,5.9,40000,"Walter Hill","John Fasano","Eddie Murphy","United States",38000000,153518974,"Paramount Pictures",93
"Night of the Living Dead",R,Horror,1990,1990-10-19,6.9,40000,"Tom Savini","John A. Russo","Tony Todd","United States",4200000,5835247,"21st Century Film Corporation",92
"Pacific Heights",R,Thriller,1990,1990-09-28,6.4,19000,"John Schlesinger","Daniel Pyne","Melanie Griffith","United States",18000000,44926706,"Morgan Creek Entertainment",102
"Postcards from the Edge",R,Comedy,1990,1990-09-14,6.7,16000,"Mike Nichols","Carrie Fisher","Meryl Streep","United States",22000000,39071603,"Columbia Pictures",101
"Hard to Kill",R,Action,1990,1990-02-09,5.8,28000,"Bruce Malmuth","Steven McKay","Steven Seagal","United States",10000000,47410827,"Warner Bros.",96
"The NeverEnding Story II: The Next Chapter",PG,Adventure,1990,1991-02-08,5.2,25000,"George Miller","Karin Howard","Jonathan Brandis",Germany,36000000,17373527,"Warner Bros.",89
"Leatherface: Texas Chainsaw Massacre III",R,Horror,1990,1990-01-12,5.1,15000,"Jeff Burr","Kim Henkel","Kate Hodge","United States",2000000,5765562,"Nicolas Entertainment",85
Frankenhooker,R,Comedy,1990,1990-06-01,6.2,9400,"Frank Henenlotter","Robert Martin","James Lorinz","United States",2500000,205068,Levins-Henenlotter,85
"State of Grace",R,Action,1990,1990-09-14,7.2,21000,"Phil Joanou","Dennis McIntyre","Sean Penn","United Kingdom",18000000,1911542,Cinehaus,134
"Bird on a Wire",PG-13,Action,1990,1990-05-18,6,42000,"John Badham","Louis Venosta","Mel Gibson","United States",20000000,138697012,"Universal Pictures",110
"Memphis Belle",PG-13,Action,1990,1990-10-12,6.9,27000,"Michael Caton-Jones","Monte Merrick","Matthew Modine","United Kingdom",23000000,27441977,"Enigma Productions",107
"The Adventures of Ford Fairlane",R,Action,1990,1990-07-11,6.4,17000,"Renny Harlin","Daniel Waters","Andrew Dice Clay","United States",20000000,21413502,"Twentieth Century Fox",104
"Marked for Death",R,Action,1990,1990-10-05,6,21000,"Dwight H. Little","Michael Grais","Steven Seagal","United States",12000000,57968936,"Victor & Grais",93
"Slumber Party Massacre III",R,Comedy,1990,1990-09-07,4.6,2500,"Sally Mattison","Catherine Cyran","Keely Christian","United States",350000,1242995,"Concorde Pictures",87
Dreams,PG,Drama,1990,1990-08-24,7.8,25000,"Akira Kurosawa","Akira Kurosawa","Akira Terao",Japan,12000000,2970161,"Warner Bros.",119
"Air America",R,Action,1990,1990-08-10,5.8,27000,"Roger Spottiswoode","Christopher Robbins","Mel Gibson","United States",35000000,33461269,"Carolco Pictures",113
"Class of 1999",R,Action,1990,1990-05-11,5.9,7000,"Mark L. Lester","Mark L. Lester","Bradley Gregg","United States",5200000,2459895,"Lightning Pictures",99
"Death Warrant",R,Action,1990,1990-09-14,5.7,18000,"Deran Sarafian","David S. Goyer","Jean-Claude Van Damme","United States",4000000,16853487,"Cannon Films",89
"Quick Change",R,Comedy,1990,1990-07-13,6.8,20000,"Howard Franklin","Jay Cronley","Bill Murray","United States",15000000,15260154,"Devoted Productions",89
Hardware,R,Sci-Fi,1990,1990-09-14,6,13000,"Richard Stanley","Steve MacManus","Dylan McDermott","United Kingdom",1500000,5728953,"Palace Pictures",94
"Mr. Destiny",PG-13,Comedy,1990,1990-10-12,6.4,12000,"James Orr","James Orr","Jim Belushi","United States",20000000,15379253,"Laurence Mark Productions",110
"The Freshman",PG,Comedy,1990,1990-07-27,6.5,19000,"Andrew Bergman","Andrew Bergman","Marlon Brando","United States",12000000,21460601,"TriStar Pictures",102
"Navy Seals",R,Action,1990,1990-07-20,5.6,16000,"Lewis Teague","Chuck Pfarrer","Charlie Sheen","United States",20000000,25069101,"Orion Pictures",113
"Graveyard Shift",R,Horror,1990,1990-10-26,4.9,10000,"Ralph S. Singleton","Stephen King","David Andrews","United States",10500000,11582891,"Paramount Pictures",89
"The Sheltering Sky",R,Adventure,1990,1990-12-12,6.8,12000,"Bernardo Bertolucci","Paul Bowles","Debra Winger","United Kingdom",25000000,2075084,"Recorded Picture Company (RPC)",138
"Dark Angel",R,Action,1990,1990-09-28,6.1,11000,"Craig R. Baxley","Jonathan Tydor","Dolph Lundgren","United States",7000000,4348368,"Vision PDG",91
"Mo' Better Blues",R,Drama,1990,1990-08-03,6.6,12000,"Spike Lee","Spike Lee","Denzel Washington","United States",10000000,16153593,"Universal Pictures",130
"Bad Influence",R,Drama,1990,1990-03-09,6.3,7700,"Curtis Hanson","David Koepp","Rob Lowe","United States",7000000,12626043,"Epic Productions",99
"Tales from the Darkside: The Movie",R,Comedy,1990,1990-05-04,6.3,16000,"John Harrison","Michael McDowell","Debbie Harry","United States",3500000,16324573,"Paramount Pictures",93
"The Rookie",R,Action,1990,1990-12-07,5.9,26000,"Clint Eastwood","Boaz Yakin","Clint Eastwood","United States",10000000,21633874,"Warner Bros.",120
"Green Card",PG-13,Comedy,1990,1991-02-01,6.2,23000,"Peter Weir","Peter Weir","GÃ©rard Depardieu",France,12500000,29888235,"Touchstone Pictures",107
Metropolitan,PG-13,Comedy,1990,1990-08-03,7.4,10000,"Whit Stillman","Whit Stillman","Carolyn Farina","United States",230000,2960492,"Westerly Films",98
"Almost an Angel",PG,Comedy,1990,1990-12-19,5.6,4200,"John Cornell","Paul Hogan","Paul Hogan","United States",25000000,6939946,"Ironbark Films",95
"Everybody Wins",R,Drama,1990,1990-01-19,5.1,1100,"Karel Reisz","Arthur Miller","Debra Winger","United Kingdom",19000000,1372350,"Recorded Picture Company (RPC)",97
Havana,R,Drama,1990,1990-12-14,6.1,7400,"Sydney Pollack","Judith Rascoe","Robert Redford","United States",40000000,9645440,"Mirage Enterprises",144
"The Russia House",R,Drama,1990,1990-12-21,6.1,15000,"Fred Schepisi","John le CarrÃ©","Sean Connery","United States",21800000,22997992,"PathÃ© Entertainment",123
"White Hunter Black Heart",PG,Adventure,1990,1990-09-14,6.6,11000,"Clint Eastwood","Peter Viertel","Clint Eastwood","United States",24000000,2319124,"Malpaso Productions",112
Avalon,PG,Drama,1990,1990-10-19,7.2,5900,"Barry Levinson","Barry Levinson","Aidan Quinn","United States",20000000,15779578,"TriStar Pictures",128
"Fire Birds",PG-13,Action,1990,1990-05-25,4.8,6000,"David Green","Step Tyner","Nicolas Cage","United States",22000000,14760451,"Nova International Films",85
Alice,PG-13,Comedy,1990,1991-01-10,6.6,14000,"Woody Allen","Woody Allen","Mia Farrow","United States",12000000,7331647,"Jack Rollins & Charles H. Joffe Productions",106
"The First Power",R,Crime,1990,1990-04-06,5.7,3800,"Robert Resnikoff","Robert Resnikoff","Lou Diamond Phillips","United States",10000000,22424195,"Interscope Communications",98
"Desperate Hours",R,Action,1990,1990-10-05,5.4,7200,"Michael Cimino","Joseph Hayes","Mickey Rourke","United States",18000000,2742912,"Dino De Laurentiis Company",105
Cadence,PG-13,Drama,1990,1991-02-15,6.5,5300,"Martin Sheen","Dennis Shryack","Charlie Sheen","United States",4000000,2070871,"The Movie Group",97
"Brain Dead",R,Horror,1990,1990-01-19,6,4100,"Adam Simon","Charles Beaumont","Bill Pullman","United States",2000000,1627955,"Concorde Pictures",85
"Ernest Goes to Jail",PG,Comedy,1990,1990-04-06,5.4,9000,"John R. Cherry III","Charlie Cohen","Jim Varney","United States",9000000,25029569,"Silver Screen Partners IV",81
"Mountains of the Moon",R,Adventure,1990,1990-02-23,7.2,3500,"Bob Rafelson","William Harrison","Patrick Bergin","United States",19000000,4011793,"Carolco Pictures",136
"Two Evil Eyes",R,Horror,1990,1991-10-25,6.1,6400,"Dario Argento","Edgar Allan Poe","Adrienne Barbeau",Italy,9000000,349618,"ADC Films",120
Trust,R,Comedy,1990,1991-09-20,7.4,9400,"Hal Hartley","Hal Hartley","Adrienne Shelly","United Kingdom",700000,357400,"Channel Four Films",107
"A Shock to the System",R,Comedy,1990,1990-03-23,6.7,4500,"Jan Egleson","Simon Brett","Michael Caine","United States",12000000,3417056,"Brigand Films",88
"The Boyfriend School",PG-13,Comedy,1990,1990-09-21,5.8,2600,"Malcolm Mowbray","Sarah Bird","Steve Guttenberg","United Kingdom",6700000,1171762,Hemdale,101
"Roger Corman's Frankenstein Unbound",R,Drama,1990,1990-11-02,5.5,3600,"Roger Corman","Brian Aldiss","John Hurt","United States",11500000,334748,"The Mount Company",85
"Stanley & Iris",PG-13,Drama,1990,1990-02-09,6.4,7300,"Martin Ritt","Pat Barker","Jane Fonda","United States",23000000,5820015,"Metro-Goldwyn-Mayer (MGM)",104
"Spaced Invaders",PG,Adventure,1990,1990-04-27,5.3,3300,"Patrick Read Johnson","Patrick Read Johnson","Douglas Barr","United States",3000000,15369573,"Silver Screen Partners IV",100
"Meet the Applegates",R,Comedy,1990,1991-02-01,5.5,2200,"Michael Lehmann","Michael Lehmann","Ed Begley Jr.","United States",5000000,485772,"Cinemarque Entertainment",90
"Loose Cannons",R,Action,1990,1990-02-09,4.9,4500,"Bob Clark","Richard Christian Matheson","Gene Hackman","United States",15000000,5585154,"TriStar Pictures",94
"Where the Heart Is",R,Comedy,1990,1990-02-23,6,1500,"John Boorman","Telsche Boorman","Dabney Coleman","United States",15000000,1106475,"Touchstone Pictures",107
Downtown,R,Action,1990,1990-01-12,5.7,1800,"Richard Benjamin","Nat Mauldin","Anthony Edwards","United States",10000000,2346150,"Pacific Western",96
"Gate 2: The Trespassers",R,Fantasy,1990,1992-02-28,4.8,2000,"Tibor TakÃ¡cs","Michael Nankin","Louis Tripp",Canada,6500000,2032973,"Vision PDG",93
"Come See the Paradise",R,Drama,1990,"January 1991",6.7,2600,"Alan Parker","Alan Parker","Dennis Quaid","United States",17500000,947306,"Twentieth Century Fox",138
"The Last of the Finest",R,Action,1990,1990-03-09,5.8,1200,"John Mackenzie","Jere Cunningham","Brian Dennehy","United States",12000000,1531489,"Orion Pictures",106
"Graffiti Bridge",PG-13,Drama,1990,1990-11-02,4.5,1800,Prince,Prince,Prince,"United States",7500000,4562778,"Paisley Park Films",90
"Sibling Rivalry",PG-13,Comedy,1990,1990-10-26,5.4,2500,"Carl Reiner","Martha Goldhirsh","Kirstie Alley","United States",16000000,17854933,"Castle Rock Entertainment",87
"Tune in Tomorrow...",PG-13,Comedy,1990,1990-11-02,6.2,1700,"Jon Amiel","Mario Vargas Llosa","Barbara Hershey","United States",11000000,1794001,Odyssey,107
Impulse,R,Crime,1990,1990-04-06,5.7,1200,"Sondra Locke","John DeMarco","Theresa Russell","United States",9000000,2544504,"Warner Bros.",109
"Terminator 2: Judgment Day",R,Action,1991,1991-07-03,8.5,1000000,"James Cameron","James Cameron","Arnold Schwarzenegger","United States",102000000,520881154,"Carolco Pictures",137
"Point Break",R,Action,1991,1991-07-12,7.3,166000,"Kathryn Bigelow","Rick King","Patrick Swayze","United States",24000000,83531958,"Largo Entertainment",122
"The Silence of the Lambs",R,Crime,1991,1991-02-14,8.6,1300000,"Jonathan Demme","Thomas Harris","Jodie Foster","United States",19000000,272742922,"Strong Heart/Demme Production",118
Hook,PG,Adventure,1991,1991-12-11,6.8,240000,"Steven Spielberg","J.M. Barrie","Dustin Hoffman","United States",70000000,300854823,"Amblin Entertainment",142
"Boyz n the Hood",R,Crime,1991,1991-07-12,7.8,130000,"John Singleton","John Singleton","Cuba Gooding Jr.","United States",6500000,57529070,"Columbia Pictures",112
